,템플릿 코드,템플릿 이름,템플릿 내용,카테고리,서브카테고리,제안 버튼명
,JOBER0411_1656053886788,방문 일정 안내,"안녕하세요 고객 서비스입니다. 
 고객 님께서 요청하신 방문 예약이 다음과 같이 접수되어 안내 드립니다.
 
 ▶주소: #{주소}
 ▶접수내용: #{접수내용}
 
 자세한 접수 내역을 보시려면 아래 버튼을 클릭해 주세요.",서비스이용,방문서비스,확인하기
,JOBER0411_1656224088442,시험 접수 완료 안내,"#{수신자명}님의 [#{시험명}] 시험 접수가 완료되었습니다. 시험 일정 및 장소 안내드리니, 확인하시고 착오 없이 시험 보시기 바랍니다.
 
 ▶ 시험 : #{시험}
 ▶ 시험일 : #{시험일}
 ▶ 시험장소 : #{시험장소}
 
 #{수신자명}님의 합격을 기원합니다.",서비스이용,신청접수,확인하기
,JOBER0411_1656224173114,퇴실 안내,"안녕하세요. #{수신자명}님.
 퇴실 안내해 드립니다.
 
 ▶ 이용자명 : #{이용자명}
 ▶ 퇴실 예정일 : #{퇴실 예정일}
 
 <퇴실 시 유의사항>
 #{유의사항}
 
 방문해주셔서 감사드리며, 좋은 시간 보내시기 바랍니다.",서비스이용,방문서비스,예약하기
,JOBER0411_1656224194665,면접 일정 안내,"안녕하세요. 지원해 주셔서 감사합니다.
 면접 일정 안내해 드리오니, 확인하시어 참석 부탁드립니다.
 
 ▶ 면접일 : #{면접일}
 ▶ 면접 시간 : #{면접 시간}
 ▶ 면접 장소 : #{면접 장소}
 
 추가 문의사항은 고객센터로 문의 부탁드립니다.
 감사합니다.",서비스이용,방문서비스,확인하기
,JOBER0411_1656223887074,수선 완료 알림,"안녕하세요 #{수신자명} 고객님,
 수선이 완료되었습니다.
 
 ▶ 수선품목 : #{수선품목}
 ▶ 전화번호 : #{전화번호}
 ▶ 영업시간 : #{영업시간}
 
 언제나 최고의 서비스를 제공하겠습니다.
 항상 #{영업시간}을 이용해주셔서 감사합니다.",서비스이용,방문서비스,자세히보기
,JOBER0411_1656320607735,휴강 안내,"안녕하세요 #{수신자명}님,
 강의의 휴강 안내해 드립니다.
 
 ▶ 휴강일 : #{휴강일}
 
 위 기간내 모든 강의가 휴강되며 #{일자}부터 정상적인 수업이 진행됩니다.
 강의 시간표는 홈페이지에서 확인해주세요.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656222825275,티켓 안내,"안녕하세요 #{수신자명}님,
 티켓 발급이 완료되어 사용 방법 안내해 드립니다.
 
 ▶ 티켓명 : #{티켓명}
 ▶ 사용 기간 : #{사용 기간}
 ▶ 티켓 번호 : #{티켓 번호}
 ▶ 사용 방법 : #{사용 방법}
 
 ※ 시용 기간이 지나면 티켓 사용은 불가합니다.
 
 ※ 이 메시지는 구매하신 티켓 발급 안내 메시지입니다.",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1656222883571,정기 검진 안내,"안녕하세요입니다.
 님께서 요청하신 정기검진 시기 안내입니다.
 정기적인 검진으로 건강 관리하세요.
 
 ▶ 검진일 : 
 ▶ 전화번호 : 
 
 검진 신청은 홈페이지에서 진행해주세요.
 
 감사합니다.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1656223287484,신청 샘플 안내,"안녕하세요 #{수신자명}님,
 경험해보신 샘플은 어떠셨나요?
 어제 신청하신 샘플 안내드립니다.
 
 ▶샘플이름: #{샘플이름}
 ▶수령가능기간: #{수령가능기간}
 
 사용하신 샘플을 이용하시고, 후기를 남겨주시면 소정의 혜택을 지급해드립니다.
 
 ▶ 혜택 : #{혜택}
 
 감사합니다.
 
 ※ 이 메시지는 샘플 안내를 신청하신 회원님들께 지급해드리는 혜택 안내 메시지입니다.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1656223323350,대기 순서 안내,"안녕하세요 #{수신자명}님,
 현재 대기 시간은 #{대기시간}시간 입니다.
 
 ▶ 접수 번호 : #{접수 번호}
 ▶ 상담 신청 내용 : #{상담 신청 내용}
 
 근처에서 대기해 주시기바랍니다.
 
 순서 호출시 자리에 없을 경우 예약이 취소될 수 있습니다.",서비스이용,방문서비스,신청하기
,JOBER0411_1656223358013,배차 안내,"배차 결과 안내해 드립니다.
 
 ▶ 출발지 및 도착지 : #{출발지 및 도착지}
 ▶ 기사님 연락처 : #{기사님 연락처}
 ▶ 요금 : #{요금}
 
 이용해주셔서 감사합니다.",서비스이용,방문서비스,자세히보기
,JOBER0411_1656223388435,반납 알림,"안녕하세요. 발신 스페이스입니다.
 수신자명님이 대여하신 대여물품가 아직 반납이 되지 않아 연락드립니다.
 
 ▶ 대여 물품 : 대여물품
 ▶ 반납 기한 : 반납 기한
 
 반납 기한이 지나지 않게 반납해주시기 바랍니다.
 감사합니다.",서비스이용,방문서비스,자세히보기
,JOBER0411_1656305142514,공연 안내,"안녕하세요 #{수신자명} 고객님,
 구매하신 티켓이 발급 완료되어 안내해 드립니다.
 
 ▶ 공연명 : #{공연명}
 ▶ 공연 일시 : #{공연 일시}
 ▶ 티켓 번호 : #{티켓 번호}
 ▶ 유의 사항 : #{유의 사항}
 
 공연 일시 및 유의 사항을 확인하시고 즐거운 관람되세요~
 
 감사합니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656222733078,문의 접수 안내,"안녕하세요 #{수신자명}님, 
 문의가 정상적으로 접수되었습니다.
 
 ▶ 문의서 제목 : #{문의서 제목}
 ▶ 문의 내용 : #{문의 내용}
 ▶ 답변 예정일 : #{답변 예정일}
 
 최대한 빠른 시일 내에 답변하도록 노력하겠습니다. 감사합니다.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1656222762173,문의 답변 완료 안내,"안녕하세요 #{수신자명}님,
 상담문의에 답변이 등록되었습니다.
 
 ▶ 문의 제목 : #{문의 제목}
 ▶ 상담사 : #{상담사}
 ▶ 답변 내용 : #{답변 내용}
 
 자세한 답변 내용은 홈페이지에서 확인해주세요.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656222366020,참가 일정 안내,"안녕하세요 #{수신자명}님,
 신청하신 일정을 안내해 드립니다.
 
 ▶ 신청일 : #{신청일}
 ▶ 참가일 : #{참가일}
 ▶ 참가 시 주의사항 : 홈페이지에서 신청해주세요.
 
 ※ 이 메시지는 신청하신 회원들에게 전송되는 1회성 메시지입니다.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1656221606280,인증 번호 알림,"인증 번호 안내해 드립니다.
 
 아래 인증 번호를 입력해주세요.
 
 ▶ 인증 번호 : #{인증 번호}",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1656054086308,휴무 안내,"안녕하세요 #{수신자명}님, 
 휴무일 안내드립니다.
 
 ▶ 휴무기간: #{휴무기간}",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1656222300068,이용권 안내,"안녕하세요 #{수신자명}님,
 이용권이 지급되었습니다.
 
 ▶ 이용권 : #{이용권}
 ▶ 혜택 : #{혜택}
 ▶ 유효기간 : #{유효기간}
 
 ※ 이 메시지는 고객님의 구매에 의해 지급된 이용권 안내 메시지입니다.",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1656222333455,매장 이전 안내,"안녕하세요 #{수신자명}님,
 고객님께서 문의하신 매장 이전 안내드립니다.
 보다 나은 서비스 제공을 위하여 매장을 이전하였습니다.
 
 ▶ 매장 위치 : #{매장 위치}
 
 ※ 중단 기간 및 내용은 상황에 따라 변경될 수 있습니다.
 
 저희을 이용해주시는 고객님들께 감사드리며, 더욱 노력하는이 되겠습니다.",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1656222905540,진료 예약 알림,"안녕하세요.
 #{수신자명}님 #{진료명} 진료 예약일입니다.
 
 진료일 내원하여 면담이 필요합니다.
 
 * 내원 전 연락주시면 진료시간 안내드리겠습니다.
 
 <이용 안내>
 ▶ 운영 시간 : #{운영 시간}
 ▶ 정기 휴진일 : #{정기 휴진일}
 
 감사합니다.",서비스이용,이용안내/공지,예약하기
,JOBER0411_1638843425889,방송 알림,"안녕하세요 #{수신자명}님,
 고객님께서 신청하신 방송이 지금 시작합니다.
  
 ▶ 방송명 : #{방송명}
 ▶ 방송 시작 시간 : #{방송 시작 시간}
  
 ※ 신청하신 방송은 운영에 따라 시간 혹은 내용이 변경될 수 있습니다.
 ※ 신청하신 시간에 라이브로 진행되며, 라이브가 종료된 후에는 녹화된 방송으로 확인하실 수 있습니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1642744825468,일정 변경 알림,"안녕하세요입니다.
 님 서비스 일정 변경 안내드립니다.
 
 ▶변경사항",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1642744711535,배정 완료 알림,"안녕하세요, 발신 스페이스입니다.
 수신자명님 서비스 확정 안내드립니다.
 
 ▶주소 : 주소
 
 자세한 서비스 예약 내역은 아래 버튼을 클릭해 주세요.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656220720986,사내 일정 알림,"안녕하세요 #{수신자명}님,
 사내 일정을 알려드리오니, 일정 및 내용을 확인하시고 해당 되는 임직원 분들은 참여해주시기 바랍니다.
 
 ▶ 일정명 : #{일정명}
 ▶ 일시 : #{일시}
 ▶ 상세 내용: #{상세 내용}
 
 ※ 이 메시지는 임직원들 대상으로 전송되는 메시지입니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1643014737054,서비스 신청,"[#{서비스} 신청]
 
 #{수신자명}님 #{서비스} 신청이 접수되었습니다.
 아래 정보를 확인하시고 일치하지 않는 경우 문의해주세요.
 
 <상품정보>
 ▶상품명: #{상품명}
 ▶신청일자: #{신청일자}
 
 <신청자 정보>
 #{신청자 정보}",서비스이용,신청접수,확인하기
,JOBER0411_1642989895930,서비스 신청 완료,"서비스 신청이 성공적으로 완료되었습니다.
 신청하신 동네에 서비스가 오픈되면 카카오 알림 톡으로 안내해 드릴게요.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1642989982858,예약 신청 완료,"#{서비스} 신청이 완료되었습니다.
 
 당첨자는 #{당첨자발표}부터 개별 연락드릴 예정입니다.
 신청 내역 변경 또는 취소 원하시는 분들은 반드시 신청 기간 내 예약 취소 및 재 신청 바랍니다.
 
 ▶신청 기간 : #{신청 기간}
 ▶당첨자 발표 : #{당첨자 발표}부터 당첨자 개별 연락",서비스이용,신청접수,확인하기
,JOBER0411_1642990226810,[결제 미리 알림},"무료 사용기간이 만료 예정입니다.
 
 일 후부터는 유료로 전환되며, 매월 같은 날짜에 원이 결제될 예정입니다.
 
 문의사항이 있을 경우, 게시판 또는 카카오톡 채널로 접수 부탁드립니다.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1642990538500,서비스 신청완료,"[템플릿 내용]
 [서비스 신청완료]
 
 #{수신자명}님 #{서비스} 신청이 완료되었습니다.
 아래 정보를 확인해주세요.
 
 <상품정보>
 ▶상품명: #{상품명}
 ▶이용기간: #{이용기간}
 
 <유의사항>
 #{유의사항}",서비스이용,신청접수,확인하기
,JOBER0411_1642990588948,서비스 신청취소,"[#{서비스} 신청취소]
 
 #{수신자명}님 신청이 취소 완료되었습니다.
 아래 정보를 확인해주세요.
 
 <상품정보>
 ▶상품명: #{상품명}
 ▶취소일자: #{취소일자}
 
 <신청자 정보>
 #{신청자 정보}",서비스이용,이용안내/공지,확인하기
,JOBER0411_1642743562252,방문 예정 안내,"안녕하세요, 발신 스페이스입니다.
 내일 주소에 매니저명 매니저님이 방문 드려
 서비스 예정입니다.
 
 문의사항은 아래 버튼을 클릭해 주세요.",서비스이용,방문서비스,예약하기
,JOBER0411_1642743608340,서비스 일정 안내,"안녕하세요 #{수신자명}님,
 서비스 시작 #{분} 전 입니다.
 서비스 내용을 확인해주세요.
 
 <신청 내역>
 ▶사용 서비스: #{사용 서비스}
 ▶서비스 금액: #{서비스 금액}
 
 문의사항은 아래 버튼을 클릭해 주세요.",서비스이용,신청접수,확인하기
,JOBER0411_1642988450322,일정 안내,"#{수신자명}님, 환영합니다.
 #{발신 스페이스}일차 일정 안내드리겠습니다.
 
 ▶참석일 : #{참석일}
 (코로나 결과 확인 후 출근)
 ▶장소 : #{장소}
 ▶준비물 : 신분증, 통장 사본(사진 가능)",서비스이용,이용안내/공지,확인하기
,JOBER0411_1643014796040,서비스 알림,"고객님,
 예약하신 서비스가 내일 진행될 예정입니다.
 원활한 서비스 진행을 위해 서비스 일정과 주소를 다시 한번 확인해 주세요.
 
 ▶일정: #{일정}
 ▶주소: #{주소}
 
 감사합니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656053044514,예약 확정 안내,"안녕하세요 #{수신자명}님,
 예약이 확정 처리되었습니다.
 
 [예약정보]
 - 예약자명 : #{예약자명}
 - 예약일자 : #{예약일자}
 - 주소 : #{주소}
 
 [코로나19 출입 안내사항]
 출입 시 발열검사 및 코로나 문진을 시행합니다. 
 출입에 대기가 발생할 수 있으므로 예약 시간 10분 전까지 미리 방문해 주시길 부탁드립니다.
 
 자세한 정보는 아래의 버튼을 누르시면 확인하실 수 있습니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1655977006745,상담원 변경 안내,"안녕하세요. #{수신자명} 고객님.
 배정된 상담원이 변경되어 안내드립니다.
 빠른 시일 내에 연락드리겠습니다.
 
 ▶ 배정 상담원 안내
 - 이름 : #{상담원명}
 - 전화번호 : #{전화번호}
 
 감사합니다.",서비스이용,방문서비스,예약하기
,JOBER0411_1656224147368,상담원 배정 안내,"안녕하세요. #{수신자명} 고객님.
 신청하신 상담의 상담원이 배정되었습니다.
 상담원 변경을 원하실 경우, 연락 부탁드립니다.
 
 <배정 상담원 안내>
 ▶ 상담원 : #{상담원}
 ▶ 전화번호 : #{전화번호}
 
 고객님의 상담을 위하여 빠른 시일 내에 전화 드릴 예정입니다.
 감사합니다.",서비스이용,방문서비스,신청하기
,JOBER0411_1656220947836,상담 예약 안내,"안녕하세요 #{수신자명}고객님.
 상담이 정상적으로 신청되었으며, 문의주셨던 상담에 만족할 수 있도록 항상 최선을 다하겠습니다.
 
 ▶ 상담 일정 : #{상담 일정}
 ▶ 상담사 : #{상담사}
 ▶ 문의 내용 : #{문의 내용}
 
 추가 궁금하신 문의사항은 대표번호로 연락 주시거나 홈페이지를 통해 문의 내용 남겨주시면 최대한 빠르게 답변드리겠습니다.
 
 감사합니다.",서비스이용,신청접수,신청하기
,JOBER0411_1656221020780,미내원 안내,"#{수신자명}님. 발신 스페이스입니다.
 예약일 #{일자}에 미내원이십니다.
 문의 후 내원 부탁드립니다.
 
 ▶ 예약 문의 : #{예약 문의}
 ▶ 오시는 길 : #{오시는 길}
 
 감사합니다.
 - 발신 스페이스 -",서비스이용,방문서비스,예약하기
,JOBER0411_1638770390583,인증안내,"안녕하세요 #{수신자명}님,
 인증이 정상적으로 처리 되었습니다.
 감사합니다.",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1638780149082,정보 수정 완료 안내,"안녕하세요 #{수신자명}님, 
 고객정보 변경이 정상적으로 완료되었습니다.
 변경내용을 다시 한 번 확인하시고 오늘도 즐거운 하루 되세요.
 
 감사합니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656220830828,접수 완료 안내,"#{수신자명} 회원님이 신청하신 #{서비스} 접수가 완료되어 일정 및 참여 방법 안내드립니다.
 
 ▶ 참여자 : #{참여자}
 ▶ 일정 : #{일정}
 ▶ 참여 방법 : #{참여 방법}
 
 참여 방법에 대한 자세한 내용은 홈페이지에서 확인해주세요.",서비스이용,신청접수,확인하기
,JOBER0411_1656220896747,체험 신청 완료,"#{수신자명}님, 안녕하세요입니다.
 참여해 주신 체험단에 선정되어 안내해 드립니다.
 
 ▶ 체험 일정 : #{체험 일정}
 ▶ 체험 내용 : #{체험 내용}
 
 체험 일정과 내용을 확인하시고, 즐거운 시간 되시길 바랍니다.
 
 체험 후 만족스러우셨으면, 홈페이지에 후기를 남겨주세요.
 감사합니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1638770286662,본인 인증,"#{수신자명}님의 인증번호는 #{인증번호}입니다.
 본인 확인을 위해 인증번호를 화면에 입력해 주세요.
 
 ▶ 고객센터 안내
 #{고객센터 전화번호} (평일 및 토요일 오전 9시 ~ 오후 6시)",서비스이용,이용안내/공지,확인하기
,JOBER0411_1642750626753,수신 거부 처리 완료,"안녕하세요 #{수신자명} 고객님,
 입니다.
 요청하신 수신거부 관련 처리 결과를 안내드립니다.
 
 ▶처리 날짜: #{처리 날짜}
 ▶처리 내용: #{처리 내용}
 
 감사합니다.",서비스이용,이용안내/공지,자세히보기
,JOBER0411_1655973696110,결제 수단 등록,"결제수단이 등록되었습니다.
 
 ▶ 회원명 : #{회원명}
 ▶ 등록 결제수단 : #{등록 결제수단}
 
 본인이 아니시면 #{고객센터번호}로 문의해 주세요.",서비스이용,이용안내/공지,신청하기
,JOBER0411_1656223782723,가입 알림,"안녕하세요. #{수신자명} 고객님.
 가입을 감사드리며, 이용 안내해 드립니다.
 
 ▶ 아이디 : #{아이디}
 ▶ 이용 시간 : #{이용 시간}
 ▶ 문의 시간 : #{문의 시간}
 
 상세한 내용은 홈페이지에서 확인해주세요.
 감사합니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656221772934,등급 안내,"안녕하세요 #{수신자명} 고객님.
 지금 변경된 등급을 확인하고, 주요 혜택 확인해보세요!
 
 ▶ #{월}월 회원 등급 : #{회원 등급}
 
 등급별로 다양한 회원 혜택을 확인해 보세요.
 
 ※ 이 메시지는 고객님의 동의에 의해 전송되는 메시지입니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1656221800097,등급 혜택 안내,"안녕하세요 #{수신자명} 고객님,
 고객님의 월 등급이 상향되었습니다.
 
 ▶ 등급 : #{등급}
 
 지금 바로 등급 혜택을 확인해 보세요!
 
 고객센터 : #{고객센터}
 
 ※ 이 메시지는 고객님의 동의에 의해 전송되는 메시지입니다.",서비스이용,이용안내/공지,확인하기
,JOBER0411_1655797610883,예약금 안내,"안녕하세요 #{수신자명}님,
 에 예약해 주셔서 감사합니다.
 예약하신 날짜와 예약금 안내 드립니다.
 
 ▶ 예약일 : #{예약일}
 ▶ 예약금 : #{예약금}
 
 예약금을 입금하시면 예약이 확정됩니다.
 결제 기한까지 예약금을 입금하지 않으시면 예약이 취소됩니다.
 
 자세한 내용은 홈페이지에서 확인해주세요.",예약,예약완료,확인하기
,JOBER0411_1655797695849,예약금 미입금 알림,"안녕하세요 #{수신자명}님,
 예약하신 날짜의 예약금이 입금되지 않아 안내 드립니다.
 입금 마감 시간까지 입금이 되지 않으면 예약이 취소됩니다.
 
 ▶ 예약금 : #{예약금}
 ▶ 입금 계좌번호 : #{입금 계좌번호}
 ▶ 입금 기한 : #{입금 기한}
 
 감사합니다.",예약,예약완료,예약하기
,JOBER0411_1638782990106,모바일 예약 안내,"안녕하세요 #{수신자명}님,
 요청하신 모바일로 예약하실 수 있는 링크주소를 보내드립니다.
 
 예약 접수 비용은 #{접수비용}원이며, 
 방문 당일 수납해 주시면 됩니다.
 
 감사합니다.",예약,예약상태,신청하기
,JOBER0411_1642983297510,신청 접수 안내,"원하시는 요청을 전달 완료했습니다.
 
 ▶요청하신 날짜/시간: #{요청하신 날짜/시간}
 ▶요청 내용: #{요청 내용}
 ▶성함: #{성함}
 
 요청을 수락하면, 요청하신 일정으로 예약됩니다.
 감사합니다.",예약,예약완료,신청하기
,JOBER0411_1642983222191,서비스 예약 확정,"안녕하세요. 발신 스페이스 입니다.
 수신자명님의 서비스 예약 확정 안내 드립니다.
 
 <예약내역>
 ▶주소: 주소
 ▶서비스 날짜/시간: 서비스 날짜/시간
 
 문의사항은 아래 버튼을 클릭해 주세요.",예약,예약완료,확인하기
,JOBER0411_1656222932956,수술 예약 안내,"안녕하세요 #{수신자명}님,
 수술 예약 안내드립니다.
 
 ▶ 수술 날짜 : #{수술 날짜}
 ▶ 수술명 : #{수술명}
 ▶ 주의 사항 : #{주의 사항}
 
 전달해드린 주의사항을 꼭 준수하시고 예약일에 뵙겠습니다.
 
 방문 전 궁금하신 사항은 언제든 답변해드리겠습니다. 감사합니다.",예약,예약완료,예약하기
,JOBER0411_1656222395111,상담 시간 변경 안내,"안녕하세요 #{수신자명}님,
 상담 예약 시간이 변경 되어 안내해 드립니다.
 
 ▶ 변경된 상담일시 : #{변경된 상담일시}
 ▶ 전화 번호 : #{전화 번호}
 ▶ 상담 내용 : #{상담 내용}
 
 일정에 착오 없으시길 바랍니다.
 감사합니다.",예약,예약완료,예약하기
,JOBER0411_1638768726068,사내 예약 알림,"안녕하세요 #{수신자명}님,
 예약이 발생했습니다.
 
 ▶ 예약 번호: #{예약 번호}
 ▶ 예약자: #{예약자}
 ▶ 상품명: #{상품명}
 
 예약 상세 내역은 홈페이지에서 확인하실 수 있습니다.
 예약 내역을 빨리 파악할수록 고객 응대에 도움이 됩니다.
 
 오늘도 즐거운 하루 되세요.",예약,예약완료,확인하기
,JOBER0411_1642744623496,서비스 예약 접수 안내,"서비스 예약이 접수되었습니다.
 관리자 페이지에서 예약을 승인해 주세요.",예약,예약상태,신청하기
,JOBER0411_1642744650735,서비스 예약 확정 안내,"서비스 예약이 확정되었습니다.
 관리자 페이지에서 예약 내용을 확인해 주세요.",예약,예약완료,확인하기
,JOBER0411_1642744679655,서비스 예약 취소 안내,"서비스 예약이 취소되었습니다.
 관리자 페이지에서 취소된 예약 내용을 확인해 주세요.",예약,예약취소,확인하기
,JOBER0411_1643014814492,고객 예약 취소,"▶예약번호 : #{예약번호}
 ▶예약자 : #{예약자}
 ▶예약 일정 : #{예약 일정}
 
 예약 상세 내역은 홈페이지에서 로그인 후 확인하실 수 있습니다.",예약,예약완료,확인하기
,JOBER0411_1643014719735,예약 요청 완료,"고객님,
 소중한 예약이 요청 완료되었습니다.
 
 ▶예약번호: #{예약번호}
 ▶요청 서비스: #{요청 서비스}
 ▶주소: #{주소}
 
 빠른 시일 내 상담원이 예약 관련 안내드릴 예정입니다.
 
 *주말/공휴일은 상담이 진행되지 않습니다.",예약,예약완료,예약하기
,JOBER0411_1642989079191,설명회 예약 완료,"[설명회 예약 완료]
 
 2022년도
 설명회 예약이 되셨습니다.
 
 ▶일시: #{일시}
 ▶주소: #{주소}
 
 문의는 아래를 눌러 주세요.
 감사합니다.",예약,예약완료,예약하기
,JOBER0411_1642989858115,예매 완료 안내,"고객님, 예매가 완료 되었습니다.
 
 ▶상품명: #{상품명}
 ▶예매일자: #{예매일자}
 ▶예매번호: #{예매번호}",예약,예약완료,자세히보기
,JOBER0411_1643014658408,예약 완료,"강의가 예약되었습니다.
 
 ▶예약 날짜와 시간: #{예약 날짜와 시간}
 ▶강사 이름: #{강사 이름} 님
 
 감사합니다.",예약,예약완료,예약하기
,JOBER0411_1643014699200,예약 확정,"고객님,
 확정된 예약 정보를 확인해 주세요.
 
 ▶요청 서비스: #{요청 서비스}
 ▶서비스 일시: #{서비스 일시}
 ▶담당: #{담당}
 
 서비스 취소를 원하신다면 아래의 예약확인을 통해 취소 신청 부탁드립니다.",예약,예약상태,확인하기
,JOBER0411_1643014630128,[예약 완료 안내},"시험장 사용신청 예약이 승인되었습니다.
 
 ▶예약번호 : #{예약번호}
 ▶시험자 : #{시험자}
 ▶시험 일자 : #{시험 일자}
 ▶예약 시험장 : #{예약 시험장}",예약,예약완료,신청하기
,JOBER0411_1642728014824,사전등록 취소,"#{수신자명}님의 사전등록이 취소 되었습니다.
 
 ▶예약자 : #{예약자}
 ▶사전등록물품 : #{사전등록물품}
 
 을 이용해주셔서 감사합니다.",예약,예약취소,신청하기
,JOBER0411_1642728538190,방문 예약 취소 안내,"안녕하세요 #{수신자명}님,
 요청하신 방문 예약이 #{취소 사유}로 인하여 거절되었습니다.
 
 ▶예약 장소 : #{예약 장소}
 ▶일시 #{취소일시}
 
 다시 예약하시려면 아래를 클릭해 주세요.",예약,예약취소,예약하기
,JOBER0411_1642990862158,서비스 취소 안내,"안녕하세요, #{수신자명}님,
 아래 서비스가 취소되었습니다.
 
 <예약 내역>
 ▶서비스명: #{서비스명}
 ▶서비스 날짜/시간 : #{서비스 날짜/시간}
 ▶서비스 금액: #{서비스 금액}
 
 문의사항은 아래를 클릭해 주세요.",예약,예약취소,확인하기
,JOBER0411_1642990902557,일정 취소 안내,"안녕하세요, #{수신자명}님,
 일정 취소 안내드립니다.
 
 ▶일정: #{일정}
 ▶날짜/시간: #{날짜/시간}
 
 일정에 착오 없으시길 바랍니다.
 
 문의사항은 아래를 클릭해 주세요.",예약,예약취소,자세히보기
,JOBER0411_1643091195749,결제 요청 안내,"고객님
 스페이스입니다.
 
 이 미결제로 인해 예약이 완료되지 않았습니다.
 
 자세한 예약 내역을 확인하시려면 아래 ""내역 확인하기"" 버튼을 눌러주세요.",예약,예약상태,확인하기
,JOBER0411_1642743517077,예매 취소 안내,"고객님, 예매가 취소되었습니다.
 ▶예매 상품명: #{예매 상품명}
 ▶예매번호 : #{예매번호}
 ▶취소일자: #{취소일자}
 
 예약내역을 보시러면 아래 버튼을 클릭해주세요.
 감사합니다.",예약,예약취소,확인하기
,JOBER0411_1656053121245,예약 상태 안내,"안녕하세요 #{수신자명}님,
 고객님이 신청하신 #{예약명}이 #{예약상태} 상태입니다.
 
 ▶ 예약명 : #{예약명}
 ▶ 예약일정 : #{예약일정}
 
 자세한 내용을 확인하시려면 아래 버튼을 눌러주세요.",예약,예약상태,확인하기
,JOBER0411_1656053329898,예약 취소 안내,"안녕하세요 #{수신자명}님,
 고객님의 예약이 취소되었습니다.
 
 ▶ 예약명 : #{예약명}
 ▶ 예약 번호 : #{예약 번호}
 ▶ 취소 사유 : #{취소 사유}
 
 감사합니다.",예약,예약취소,예약하기
,JOBER0411_1655797774049,예약 취소 알림,"안녕하세요 #{수신자명}님입니다.
 입금 마감 시간까지 예약금이 입금되지 않아 예약이 취소되었습니다.
 재예약을 원하실 경우 홈페이지에서 다시 예약 부탁드립니다.
 
 감사합니다.",예약,예약취소,예약하기
,JOBER0411_1655976825874,금일 진료 예약 안내,"#{수신자명}님 안녕하세요. 오늘은 예약하신 진료일입니다.
 
 ▶ 진료 일시 : #{진료 일시}
 
 예약 변경을 원하시면 아래 전화로 연락 부탁드립니다.
 #{전화 번호}",예약,예약완료,예약하기
,JOBER0411_1655977065217,예약 변경 안내,"안녕하세요. #{수신자명}님,
 #{발신 스페이스}입니다.
 
 #{수신자명}님의 예약이 변경되었습니다.
 ▶ 변경 예약 일시 : #{변경 예약 일시}
 
 감사합니다.",예약,예약상태,예약하기
,JOBER0411_1655976704547,영상상담 예약안내,"#{수신자명}님의 영상상담이 예약되었습니다.
 아래 예약 정보를 확인해주세요.
 
 ▶ 예약자명 : #{예약자명}
 ▶ 상담일시 : #{상담일시}
 ▶ 전화번호 : #{전화번호}
 
 예약된 시간에 맞춰 상담에 참여해주시기 바랍니다.
 감사합니다.",예약,예약완료,확인하기
,JOBER0411_1655976746753,전화상담 예약안내,"#{수신자명}님의 전화상담이 예약되었습니다.
 아래 예약 정보를 확인해주세요.
 
 ▶ 예약자명 : #{예약자명}
 ▶ 상담일시 : #{상담일시}
 ▶ 전화번호 : #{전화번호}
 
 상담일시에 #{상담번호} 번호로 상담 진행해주세요.
 감사합니다.",예약,예약완료,확인하기
,JOBER0411_1655976788376,진료 예약 안내,"진료 예약이 완료되었습니다.
 
 ▶ 성명 : #{성명}
 ▶ 진료 일시 : #{진료 일시}
 
 예약일에 내원이 어려우신 경우 다른 환자 분들을 위해 전화 부탁드립니다.
 
 [진료 시간 안내]
 #{진료 시간}",예약,예약완료,예약하기
,JOBER0411_1656053464609,예약 알림,"안녕하세요 #{수신자명}님,
 #{예약일} 은 고객님 예약일입니다.
 예약시간 변경 시 미리 연락주시기 바랍니다.
 
 감사합니다.",예약,예약완료,예약하기
